# BEAST v1.6.0pre, Build r2958
# Generated Wed Jun 16 02:41:18 PDT 2010 [seed=1276681169112]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(South America)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	CP1.alpha	CP2.alpha	CP3.alpha	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.treeLikelihood	CP2.treeLikelihood	CP3.treeLikelihood	coalescent
60000	-5940.374918079648	-593.7846056625222	-5346.5903124171255	1384.3932053528904	411.39648169189206	1232.318334229675	9.101383231462142	6.998184401292059	13.914414142237998	0.20865441749057032	0.06227180624779764	2.6557687904657183	0.4606536907745882	0.08900225799176092	2.4503440512336514	1.961809568151697E-4	-1041.3706104191979	-617.8519115061999	-3687.367790491727	-570.0099817790118
65000	-5921.408194859538	-583.7207595721152	-5337.687435287422	1265.4311769126973	328.3609723926487	1100.0112094900885	12.284928051065423	5.6146514409622075	12.876312925203699	0.19972319010782158	0.06464401727516551	2.4603209777343475	0.47345753831512805	0.0795048824378371	2.447037579247036	2.4025913279065097E-4	-1039.1511220674786	-614.3684895900502	-3684.1678236298935	-560.0386321197674
70000	-5934.530692212204	-583.8027003263688	-5350.727991885835	1124.34730972489	329.774938667871	1313.837332542303	14.526380495095967	6.376579697913493	12.281858402960047	0.2755452463257331	0.07657124331621198	2.361592933258254	0.369093175783889	0.12692651353244555	2.5039803106836667	2.39616516235862E-4	-1044.1824579266374	-616.681193399125	-3689.8643405600724	-559.6475175726761
75000	-5930.988487694179	-582.8693488762083	-5348.11913881797	979.4812698042988	308.8378818085795	972.1366623553396	18.61755156965991	3.7840196450676045	11.94398383777687	0.2835399298441291	0.09324528221013885	2.6951801738871195	0.5454909763756046	0.14163288059304377	2.3128761430313527	2.4302593923858538E-4	-1035.1364494054599	-615.1392691052484	-3697.843420307262	-559.2728807324775
80000	-5944.303074487787	-593.439541512833	-5350.863532974954	1401.555850886702	391.2128792053028	1304.8152914947282	9.180693800279586	5.553586977344812	14.066692329043764	0.17507999269494565	0.07647005985083402	2.777210744550527	0.5261334368254147	0.10736978375501713	2.3664967794195695	2.121887586001406E-4	-1041.064375103211	-618.6126915064181	-3691.1864663653255	-569.8391421640694
85000	-5929.664704498726	-597.4813260087284	-5332.183378489997	1197.8258977595679	425.553948870023	1428.7380366030036	9.917526143547676	6.756933165620576	11.299515300035369	0.18746183986668208	0.09183161552198754	2.728063651421882	0.46575104201815865	0.09614930374381694	2.4380996542380253	1.9298931053814592E-4	-1030.1907800818376	-611.2566947879774	-3690.7359036201824	-573.7593094493433
90000	-5943.629192742394	-587.1285585616454	-5356.500634180748	1167.5058263747198	390.9817653643711	1035.9429450321459	19.759274237850494	4.790103272963151	12.440831324913656	0.20000329100562383	0.2114160730183778	2.45193283848317	0.5693509199922466	0.07646921541702803	2.354179864590726	2.285848249269407E-4	-1042.3308621217109	-614.4905581207342	-3699.6792139383033	-563.0831655669538
95000	-5932.367875478996	-599.5147164363805	-5332.8531590426155	1279.749117631663	361.2113721962547	1316.2584360581588	12.667106821487039	3.7345237728111864	12.068828274970247	0.25322691962600224	0.1437977865593078	2.8793752233029037	0.568722201489008	0.07236512632773473	2.358912672183257	2.1094089027116805E-4	-1034.563368996782	-610.6677710885796	-3687.6220189572537	-576.1305448358207
100000	-5937.20723834818	-595.7075295297284	-5341.499708818452	1386.0874889453842	426.29919263773013	1427.304223831245	11.231622245135515	4.9710652151869645	12.523936083516155	0.2116355287216729	0.196808099189561	1.7860688138364154	0.40243964176484137	0.11481350943322494	2.4827468488019333	2.0788474027588386E-4	-1038.6169946959792	-611.9968113097327	-3690.8859028127404	-572.043343026226
105000	-5931.402109867313	-597.8692031785116	-5333.532906688802	1369.4069832627745	361.90535876699295	1479.7180465209058	17.679974409662684	4.759565866818657	12.523936083516155	0.20020257651564197	0.34444176502323576	2.525488871593377	0.5033672169925446	0.08701691095967101	2.409615872047784	2.052386285624171E-4	-1041.2156893466988	-613.1809851606733	-3679.1362321814295	-573.6233206779054
110000	-5948.5833219818505	-597.8606739853608	-5350.72264799649	1456.933520832373	426.62164293851856	1207.9197453710283	18.656993128431456	6.259760023461685	12.523936083516155	0.17486631890119794	0.25537634431518735	2.517975872098571	0.5349208965378889	0.09148851359052168	2.3735905898715894	2.0886592914458598E-4	-1042.3784359089755	-613.8763332978342	-3694.467878789681	-573.4444279306392
115000	-5936.803447566342	-590.8990581805255	-5345.904389385816	1599.081601153288	361.6007306168628	1232.8255871265133	12.604287035233346	3.235101257833959	14.370812840766582	0.14630204633199115	0.34568501986610206	1.7134205814911505	0.4304674477524536	0.06073707188030486	2.508795480367241	2.0538716330622544E-4	-1044.1710035369267	-618.5636973762497	-3683.1696884726393	-567.5121379275424
120000	-5923.072579765834	-582.4217325018288	-5340.650847264005	1182.9698512489865	366.2203641679095	968.4032079675785	8.28231186963222	2.278682023295318	13.342369700906431	0.1991676442702246	0.5407178233601403	2.707601418868761	0.35350823302669254	0.07428584253188647	2.572205924441421	2.438551597736052E-4	-1033.9659667599758	-619.6929877963357	-3686.9918927076938	-560.2362995340038
125000	-5943.065130706529	-594.2369809614191	-5348.82814974511	1297.4863160900443	376.22573993994394	1323.4962853151396	9.910707837073028	3.3626208617864	11.762525613869402	0.19341330709131416	0.31698972269123404	2.1499647836353386	0.3849944149643738	0.09769261624048159	2.5173129687951445	2.061412659341808E-4	-1033.074952164177	-613.718724809575	-3702.034472771358	-571.2903904814505
130000	-5924.591223875624	-581.8076025844433	-5342.783621291181	1347.7681890727642	377.9911410264257	1183.6438288927538	10.256644128058282	3.87346535339664	13.10851746787726	0.17765473393253312	0.30891507686559644	2.4323197128974923	0.4106232207210715	0.08680418324165726	2.5025725960372713	2.476891410728851E-4	-1045.8867447686364	-614.659746022357	-3682.237130500187	-558.6477438553034
135000	-5942.335542788111	-589.5382491891506	-5352.79729359896	1129.261216968201	388.3503936457574	1242.3104785888559	9.481055555715184	6.827480299870488	10.641969735986798	0.17036283710992925	0.4878745060609785	2.540251536166502	0.38686019966278634	0.06571960439356078	2.547420195943653	2.2695315765255755E-4	-1039.7059800472798	-618.2939389968236	-3694.7973745548566	-566.0714847240735
140000	-5971.743304477018	-617.204844993931	-5354.538459483087	1948.7247894440686	433.7121131795804	1699.2470168135374	6.429809447753356	6.608414878483448	14.994568300614256	0.18506168821711858	0.4200586443428681	2.261070303835806	0.3801224190455466	0.12119496027559584	2.4986826206788586	1.551995023658111E-4	-1042.1607090935156	-616.4630954099712	-3695.9146549796	-593.4719872499047
145000	-5952.631441593676	-607.0033617299259	-5345.62807986375	1563.2353128292891	459.0759775490086	1608.6701893374197	6.885125617798484	4.7090443139379525	12.550899092376863	0.17277066434862817	0.45501528006338054	3.2476968586837467	0.40919209243388854	0.0689040518294298	2.5219038557366824	1.8993992147904758E-4	-1039.7531839919743	-611.4852678915215	-3694.389627980254	-583.8483937062306
150000	-5949.068523248308	-602.4883828070932	-5346.580140441215	1377.4542913864066	430.23212885664105	1505.7545737394432	7.26985022511095	4.764453839245514	12.783949422269398	0.1763426777612425	0.754058909959459	3.117554075954421	0.5497606304193428	0.07016896100444855	2.3800704085762105	2.1270459800684337E-4	-1039.662138086163	-613.1934947267298	-3693.724507628322	-579.3024539374261
155000	-5955.238147121015	-606.3862880156058	-5348.851859105409	1406.262485659207	493.8626889389893	1536.3495100857588	7.03378057679475	4.4797165717439515	11.100917683518873	0.15176704790397305	0.754058909959459	5.008363060312309	0.3934977390444137	0.10419915258338339	2.5023031083722045	1.7904636424999711E-4	-1037.5321363228375	-613.456402365281	-3697.863320417291	-583.4593473878044
160000	-5961.34479710411	-606.4148879530641	-5354.929909151046	1328.6908610579853	420.35090503838853	1561.6364625763888	5.961351706829723	2.544326051793728	11.237926045225125	0.23854507649518375	1.1490616519324908	3.706404078304186	0.43685437073778116	0.0831463043791883	2.4799993248830328	1.7304467759272026E-4	-1042.359665576158	-616.2586358886487	-3696.3116076862384	-584.2263042741857
165000	-5960.4401165604795	-593.575773899613	-5366.864342660867	1313.065352113592	348.3831123626257	1236.8079690975424	8.655192948562515	6.460544552128915	10.438323089423346	0.20286217103522794	0.8775204115232583	2.545838141434312	0.448768898382429	0.1186302794085311	2.4326008222090416	1.8702849084048327E-4	-1033.4010981754902	-616.8538903502517	-3716.609354135125	-570.3057745565477
170000	-5955.729521526061	-606.1853434963634	-5349.544178029698	1404.4445239953523	392.52922344119406	1326.703473182987	12.623804003262496	4.999508242345363	11.466845095840405	0.14686653145349196	0.7786242180265603	4.129276105840646	0.4488284266647166	0.11167582482417224	2.439495748511113	1.8703351581239176E-4	-1034.7872665034597	-613.9280412069371	-3700.828870319301	-582.5525030397108
175000	-5971.66991287974	-619.4287840346954	-5352.241128845045	1704.3919362744123	499.49836647565337	1805.05316615876	14.21290734601265	6.511482085893208	11.764968133953978	0.12117459319146144	0.6109785159662626	3.106117492711845	0.3386340009128329	0.10543988529753662	2.5559261137896327	1.4812856265206486E-4	-1035.158432012174	-612.8944217095407	-3704.18827512333	-595.0150335187205
180000	-5947.354538779152	-615.3967913412006	-5331.957747437951	1920.0794944601928	507.59343020245126	1888.3591029105019	12.332651563733872	4.746106021682967	11.419756092091953	0.18262868768783663	0.33763367873969796	2.765252062739069	0.40551852826743895	0.0824571256819738	2.51202434605059	1.5440418799580983E-4	-1040.4868555103578	-615.0643934305708	-3676.4064984970223	-591.5012217441532
185000	-5954.190127230611	-605.3122548288314	-5348.87787240178	1349.9751054072333	573.4385594686652	1501.6676108257527	12.71836065367055	4.993675034820707	11.419756092091953	0.18262868768783663	0.4300416390763314	2.882549122754238	0.4761977334473255	0.09653755540360906	2.4272647111490686	1.8184153270403523E-4	-1042.5081061273731	-613.9502622309408	-3692.419504043466	-581.5524235498913
190000	-5946.197477928985	-602.2246693467237	-5343.972808582262	1456.846035573482	430.04923696321174	1426.0017456357546	17.16283081058895	4.9817487149998945	11.820767046343754	0.30278457123227037	0.8166215576666908	3.167366009447184	0.4464313112086519	0.10030779890448482	2.4532608898868666	1.9823287314892066E-4	-1040.2832186780324	-615.7158328580248	-3687.9737570462044	-578.0804706555268
195000	-5959.019959541629	-611.7745172419111	-5347.245442299718	1633.5870950777132	446.1476703598608	1585.3705802389768	11.849239644800921	7.2665632659251616	10.981062318708487	0.186616976763753	1.1930494734979653	2.557944884810598	0.37684550967567415	0.08105794826345006	2.542096542060879	1.7718911416679387E-4	-1035.7460401190149	-613.9649948975855	-3697.534407283117	-587.6844192592685
200000	-5982.572928017073	-620.5700116626011	-5362.002916354471	1706.731395289393	438.2869328274833	1876.9031693926975	12.673173693975126	9.55925459076093	11.171349712103781	0.20376349729555018	1.314692352249292	2.2600638550632146	0.381246836902865	0.08839507216000661	2.5303580909371317	1.4969667000959183E-4	-1053.9433219974937	-615.7577149849451	-3692.301879372032	-595.8877370827202
205000	-5948.75033628536	-598.6824794161195	-5350.067856869241	1492.39056318011	440.054394620392	1274.1426196121363	10.255364681231825	9.348576756015817	11.120233411947797	0.1729782265744674	1.7990707444839595	2.883817322514818	0.6432034459689526	0.090410323257633	2.2663862307734175	2.0632621980009493E-4	-1047.5064128379272	-620.5559607500172	-3682.0054832812966	-574.6811749705029
210000	-5953.0920819137355	-607.3293407863752	-5345.762741127361	1573.9755376534738	499.4451219694337	1718.7429583661956	13.508690403958138	4.2124426100962005	14.262309888635789	0.15958574440783924	1.7729290908385447	2.6651998006387974	0.470027789755434	0.10306211501439573	2.4269100952301716	1.9810401939303516E-4	-1037.3511641312964	-616.6356666908711	-3691.775910305193	-583.2563902721332
215000	-5959.05778287484	-604.7832629534247	-5354.274519921415	1307.2645743826074	356.88262771099653	1516.530383678567	7.51901880193267	4.545853625239102	12.041187033191916	0.15958574440783924	1.904291256282721	2.553073259289186	0.4824276616769249	0.1149645000617744	2.4026078382613023	2.141356149039783E-4	-1038.0977373526641	-615.4735631664565	-3700.703219402294	-581.6774765904033
220000	-5951.429319529156	-612.3913750564229	-5339.037944472733	1949.6489404912902	482.03130020173194	1549.284940086855	11.03845715670959	4.395930890460666	12.323886662017665	0.2029684754931586	1.904291256282721	1.9701775130724255	0.538836843228679	0.09401951316739583	2.3671436436039275	1.678151127066305E-4	-1043.69720015844	-617.0265360222163	-3678.314208292077	-588.8179761116393
225000	-5943.547054463175	-601.1727780352551	-5342.37427642792	1787.283780920143	414.21546605588674	1253.1526285312323	17.786692832526082	5.714629425528385	15.113589415385542	0.23460786628892363	1.9757850751490418	3.2133457919597865	0.43095484216530516	0.07822567304975418	2.490819484784943	1.990505356745078E-4	-1041.8629816185976	-617.9931416715783	-3682.518153137745	-576.6437973439702
230000	-5939.201263460098	-603.9537023024968	-5335.247561157601	1405.6660551388281	393.44045679625697	1665.88561215489	9.902295249987615	4.273853215258697	12.090483360935607	0.17780774610451958	1.15991348868378	2.0918936070013725	0.40606988815523287	0.11680388056476117	2.477126231280007	1.7411828259575253E-4	-1041.4739753772217	-616.1217387428408	-3677.651847037538	-580.4931388465311
235000	-5942.0376500885895	-592.0612810780707	-5349.976369010519	1194.7581452243724	391.6729500083554	1079.2575632906767	8.240104318437382	4.634605329978536	14.04884146753348	0.18046133936236308	0.8333247085502897	2.2878084139749033	0.38513452254135006	0.07544304976812757	2.539422427690522	2.2406550621236978E-4	-1034.8204258023004	-612.5021374926873	-3702.6538057155312	-568.9733453519827
240000	-5950.278608181243	-601.8633284856702	-5348.415279695572	1344.7620346800422	378.4807704337661	1726.3284633275953	8.085178757273361	5.809824377850297	11.70371781515817	0.18480196738501373	0.3057303411033787	2.358741259622677	0.33970274867946937	0.11045683899177612	2.549840412328755	1.9492685738496763E-4	-1040.6358099975234	-613.9410208745935	-3693.838448823455	-578.3156237602127
245000	-5948.958521877892	-596.9099652500842	-5352.048556627808	1304.6416888521226	378.8790401194978	1548.3963402530096	10.101933616787827	5.153098755397551	12.821157717534778	0.2175199264904422	0.6177268694714281	2.081250606293857	0.3825634392278967	0.08584965012768477	2.531586910644419	2.1056087775527067E-4	-1042.6567458076386	-615.2583964342623	-3694.133414385907	-573.2248651739384
250000	-5925.806234145336	-591.5994414139611	-5334.206792731375	1230.810533596952	363.35255571934823	1360.946919869184	14.072403985294317	4.989307823354759	11.135151346158958	0.21534828452878071	0.15894508917142453	2.25482176693576	0.5090463235113842	0.06792105877146808	2.4230326177171477	2.2133063553969837E-4	-1038.3606273632734	-613.4694444197132	-3682.3767209483885	-567.8400755071771
255000	-5929.573402596665	-581.7019344670387	-5347.871468129626	1064.5696400607042	359.79444471524897	1158.1225010439284	9.325200804388727	3.596912588255982	13.083328852041301	0.23254160871295612	0.15894508917142453	2.25482176693576	0.5261665846194723	0.0762658472443619	2.397567568136166	2.4107681431453188E-4	-1044.454274484749	-618.096462252798	-3685.3207313920793	-558.7573450337518
260000	-5916.990181966302	-579.4153831337746	-5337.574798832527	1183.9161086290978	301.25824701916844	1317.2264765079071	10.464563233260234	5.715044373802262	12.576087457167988	0.22441927119490904	0.2563399701951078	1.7517885962476103	0.3827616484968298	0.09236587437568927	2.524872477127481	2.705673780156738E-4	-1038.506512146723	-611.2459425323681	-3687.8223441534365	-555.7614884078987
265000	-5923.239923348728	-573.7135194207434	-5349.526403927985	1086.8304592642096	311.171211286946	954.208692748625	11.409256938970646	3.599168563584986	11.665676467942163	0.18418358428912876	0.4930105684858977	2.8376387496595683	0.48171159002292696	0.12856459017646668	2.389723819800607	3.0016079501097513E-4	-1042.2656238877653	-618.2750241679121	-3688.985755872307	-550.8626250897479
270000	-5919.502423923364	-575.9145727384613	-5343.587851184903	1089.0659074628793	294.40426079770526	1108.3681564041601	10.111383140342866	4.784823155195129	11.665676467942163	0.3089281122416541	0.7384612600818379	2.6324285300572905	0.4415399014291347	0.08869433280674001	2.469765765764127	2.6013057033995996E-4	-1040.9167678457634	-614.819188083152	-3687.851895255988	-552.7609383607019
275000	-5929.265521055881	-583.8777512420248	-5345.387769813857	1037.0097233017366	352.6544124917931	1032.9853740534713	12.205086318986112	6.837740400730492	11.157742325768249	0.22509537282990025	0.390752501228591	2.8103650636798814	0.5798320591534623	0.06602728116561929	2.35414065968092	2.460520392124434E-4	-1035.2884846492066	-615.4335419945148	-3694.6657431701356	-560.227937632821
280000	-5933.1147624016285	-595.3766586121438	-5337.738103789485	1517.8880732062012	389.3555863488232	1353.0925590077622	9.798093840284912	4.197734533972716	14.373024604613088	0.2162236084617345	0.24554722596041204	3.374446448699994	0.35421244346755776	0.08144347523407547	2.564344081298368	1.9768328897932052E-4	-1036.5618400611218	-613.8313723293685	-3687.3448913989946	-571.9343380283441
285000	-5969.725491330565	-622.0027533614164	-5347.7227379691485	2047.8287338346743	491.53410328554946	1606.08279083799	10.296267556535122	3.512881872958485	14.373024604613088	0.2513870997359319	0.49849076010638144	2.4681496670149694	0.357099358624683	0.12400994022023176	2.5188907011550863	1.3974041857831967E-4	-1046.4147885699263	-616.5320786749156	-3684.7758707243065	-598.5157832514334
290000	-5955.933527788494	-615.0234738935843	-5340.91005389491	1560.375358296724	463.6106679575317	1824.7645613346783	14.697297163366635	6.193245319410302	14.261172631306486	0.16942010321554346	0.4601191901838452	2.1089495042681987	0.4781250507072522	0.10140391955474609	2.4204710297380028	1.6326283571224207E-4	-1037.4354198391636	-614.6764464155005	-3688.7981876402455	-590.3652749309014
295000	-5982.349398898077	-638.1948400919756	-5344.154558806102	2205.0751180112343	573.0267249257529	2472.205072438005	9.660388219393479	6.869468849076698	12.078637531009651	0.2134969454513572	0.8966600307255294	1.9767078000049552	0.4498307858106734	0.07941965837316668	2.4707495558161616	1.3499751131153148E-4	-1038.002234600067	-611.539416041562	-3694.6129081644726	-613.8545613602637
300000	-5995.251008262601	-644.9152705291795	-5350.335737733421	2185.0773436147415	669.2823585219041	2492.3031967681827	8.302236659733243	4.075899742272764	13.73480492897337	0.27890772378940143	0.8966600307255294	3.7445067807068915	0.416002744602707	0.10828017786008762	2.4757170775372073	1.1401289306397738E-4	-1032.1477726907108	-613.9952713625753	-3704.192693680135	-621.147042823147
305000	-5974.707487298285	-632.3240165509455	-5342.38347074734	1985.6274760321285	560.589159192184	2211.3702535574894	9.765494930342841	2.470644301203482	12.105733204823421	0.27890772378940143	1.181435415813515	3.3724109594470986	0.5533428795988278	0.08561074205350036	2.361046378347674	1.3738778411011851E-4	-1044.982047947288	-618.4420210808943	-3678.959401719158	-609.160969887446
310000	-5980.512250999577	-630.5746696789962	-5349.937581320581	2133.9753052874667	606.8134340420459	1902.5073233658816	12.043154501883953	4.050635947777098	12.105733204823421	0.20836612794963427	0.3408794512634095	3.1699945454740703	0.4519872731866649	0.11070377065249098	2.4373089561608463	1.4179940451312234E-4	-1051.8204537526126	-618.2506873646429	-3679.8664402033246	-606.7967871410332
315000	-5958.520084931508	-617.6384115569473	-5340.881673374561	1549.8403761284185	494.8863290138197	1722.0895489441743	12.043154501883953	11.810556601956593	12.105733204823421	0.22849449894991272	0.4698610188163077	1.8194658865617332	0.4593152106918378	0.13041706223107272	2.4102677270770907	1.6450558633152276E-4	-1032.663943509822	-612.8455225927249	-3695.3722072720134	-592.749551382602
320000	-5967.658272700602	-625.8004998679478	-5341.857772832654	1909.040841902405	413.7364737490717	1758.3583941043005	12.043154501883953	5.3366036456688954	12.105733204823421	0.17253161883339668	0.22146762166539927	3.411864874934507	0.3211783740136633	0.11923792479045184	2.559583701195887	1.411113848558392E-4	-1039.5268663520392	-614.1555452149653	-3688.1753612656494	-601.8073303949919
325000	-5951.66695441003	-609.2695248960501	-5342.39742951398	1563.6370566499104	457.08097979873173	1656.346852607028	9.764283653597616	3.2140506509309823	12.9076660149057	0.2878020778132594	0.1593653443197204	2.1340932442485836	0.43024751174504156	0.08946774010562046	2.4802847481493404	1.7717345710100535E-4	-1041.8836562309755	-614.2408092055492	-3686.2729640774555	-586.0461552039291
330000	-5941.456618355224	-606.0312788752587	-5335.425339479965	1323.6866252021605	389.8552343676233	1910.9623539750737	10.943388480347593	7.269949896161843	12.9076660149057	0.2717938437931285	0.3782889117120745	3.195258976469387	0.4398299972575355	0.09182479619060574	2.468345206551862	1.7804222719162023E-4	-1036.7168134300985	-611.9412707960156	-3686.767255253851	-581.6503310325269
335000	-5945.239525011454	-597.3713840000103	-5347.868141011444	1281.4628694757394	391.90266623736386	1196.7662320245656	10.943388480347593	6.251649199184892	12.686610949023544	0.24661246683494953	0.35643100403907796	2.6650246954200307	0.36929593194390403	0.07957534895697733	2.5511287190991214	2.2451717684793577E-4	-1035.2908411659328	-612.0275455422562	-3700.549754303255	-573.6491733053638
340000	-5937.121748743457	-601.0286688237026	-5336.093079919754	1417.9758582833892	420.98852660939923	1323.1192803410152	12.155944800122409	5.328031600709979	14.655918800692687	0.19991357585537145	0.20024481263127408	1.8562170656707957	0.34335721054588925	0.09548973614825527	2.561153053305858	2.0038210392215837E-4	-1039.8137252200988	-612.2462105123778	-3684.033144187277	-577.0645923607644
345000	-5942.553927313632	-583.9367131096486	-5358.617214203983	1235.9372530436765	340.1136278286126	1270.7249425616037	12.155944800122409	8.641111200994063	14.67199131407328	0.22250084395856953	0.1887573921045571	2.4645751459623577	0.3694049132454978	0.09350624701946127	2.537088839735044	2.2538661419941198E-4	-1035.014897122521	-612.618754683799	-3710.9835623976637	-559.4693992168438
350000	-5953.6470521269985	-596.0323133078664	-5357.614738819132	1160.8039341369818	417.97510416039995	1377.1807638159546	8.070086996449286	6.660382157021322	11.436458535307587	0.3108941284263029	0.19645159235659543	2.245286529629777	0.3904745375058505	0.09409696747838286	2.5154284950157684	2.3534915731431927E-4	-1038.5309652447077	-612.6084006185929	-3706.4753729558315	-572.5902867097277
355000	-5944.098326896121	-593.353364647538	-5350.744962248583	1312.8678034937332	432.289787281065	991.826633586075	15.74945889779181	6.712813265167668	12.110647939140335	0.25400213730905075	0.026591064747099224	2.110584528950965	0.4204843326935314	0.07221511787989154	2.5073005494265788	2.0631826793882964E-4	-1042.6150940769046	-614.932960767257	-3693.1969074044214	-569.3323600588885
360000	-5935.326404328207	-593.9191119872	-5341.407292341007	1239.5467473810459	390.3129153257669	1276.3453421067557	15.74945889779181	4.043247257347539	12.110647939140335	0.1518970738553742	0.07715158286787709	2.1265980125380683	0.3952850294733042	0.08801837272871144	2.516696597797986	2.1573480352773898E-4	-1043.2724628782996	-613.5538976764726	-3684.5809317862345	-570.1942602875405
365000	-5932.288558083494	-586.2550790751188	-5346.033479008375	1130.3548226926705	356.5782953140075	1325.9754261781638	12.073292389512211	4.27146112166294	13.295990008653995	0.1943282179821247	0.3627766114778688	2.1265980125380683	0.51067955496555	0.1015245063101553	2.3877959387242975	2.379660187658514E-4	-1045.5796437547301	-611.7386038092197	-3688.7152314444256	-562.6602938272273
370000	-5931.098579750245	-586.3196011921505	-5344.778978558095	1305.5348499096926	348.8186967294877	967.8170839606371	10.446513110118522	4.638669852343496	13.108766389831322	0.1943282179821247	0.3355124050061557	2.0941064050016034	0.464577932895989	0.11086958459139108	2.424552482512623	2.389463412293244E-4	-1039.271665703134	-616.3747223312674	-3689.1325905236936	-563.1484615846958
